EventTime,Symbol,aggTradeID,price,quantity,bidderMaker,priceTimesQuantity,cml_vol,sig,cml_bid
2021-10-10 17:54:52.807000,BTCUSDT,948869027,54890.37,0.01708,True,-937.5275196,-10485.2579711,-1,-3
2021-10-10 17:54:52.914000,BTCUSDT,948869028,54890.0,0.00208,True,-114.17119999999998,-10599.4291711,-1,-4
2021-10-10 17:54:52.919000,BTCUSDT,948869029,54890.0,0.07497,True,-4115.1033,-14714.5324711,-1,-5
2021-10-10 17:54:52.928000,BTCUSDT,948869030,54890.0,0.07497,True,-4115.1033,-18829.6357711,-1,-6
2021-10-10 17:54:52.963000,BTCUSDT,948869031,54890.0,0.053,True,-2909.17,-21738.8057711,-1,-7
2021-10-10 17:54:52.975000,BTCUSDT,948869032,54890.0,0.12383,True,-6797.0287,-28535.8344711,-1,-8
2021-10-10 17:54:53.101000,BTCUSDT,948869033,54890.0,0.0273,True,-1498.497,-30034.3314711,-1,-9
2021-10-10 17:54:53.323000,BTCUSDT,948869034,54890.0,0.00036,True,-19.7604,-30054.0918711,-1,-10
2021-10-10 17:54:53.426000,BTCUSDT,948869035,54890.01,0.07496,False,4114.5551496,-25939.5367215,1,-9
2021-10-10 17:54:53.435000,BTCUSDT,948869036,54890.01,0.07496,False,4114.5551496,-21824.9815719,1,-8
2021-10-10 17:54:53.447000,BTCUSDT,948869037,54890.01,0.07496,False,4114.5551496,-17710.426422299995,1,-7
2021-10-10 17:54:53.480000,BTCUSDT,948869038,54890.01,0.00114,False,62.5746114,-17647.851810899996,1,-6
2021-10-10 17:54:53.862000,BTCUSDT,948869039,54890.01,0.12933,False,7098.9249933,-10548.926817599997,1,-5
2021-10-10 17:54:53.921000,BTCUSDT,948869040,54897.0,0.07499,True,-4116.72603,-14665.652847599997,-1,-6
2021-10-10 17:54:53.923000,BTCUSDT,948869041,54897.0,0.00091,True,-49.95627,-14715.609117599995,-1,-7
2021-10-10 17:54:53.932000,BTCUSDT,948869042,54897.0,0.07499,True,-4116.72603,-18832.335147599995,-1,-8
2021-10-10 17:54:53.941000,BTCUSDT,948869043,54897.0,0.07492,True,-4112.88324,-22945.218387599994,-1,-9
2021-10-10 17:54:54.338000,BTCUSDT,948869044,54895.24,0.0002,False,10.979048,-22934.2393396,1,-8
2021-10-10 17:54:54.428000,BTCUSDT,948869045,54895.24,0.04929,False,2705.7863796,-20228.452959999995,1,-7
2021-10-10 17:54:54.428000,BTCUSDT,948869046,54897.0,0.02052,False,1126.48644,-19101.966519999994,1,-6
2021-10-10 17:54:54.428000,BTCUSDT,948869047,54897.01,0.00517,False,283.8175417,-18818.1489783,1,-5
2021-10-10 17:54:54.434000,BTCUSDT,948869048,54897.01,0.00314,False,172.3766114,-18645.7723669,1,-4
2021-10-10 17:54:54.437000,BTCUSDT,948869049,54895.24,0.04962,False,2723.9018088,-15921.870558099998,1,-3
2021-10-10 17:54:54.437000,BTCUSDT,948869050,54897.01,0.02536,False,1392.1881736,-14529.682384499998,1,-2
2021-10-10 17:54:54.448000,BTCUSDT,948869051,54898.25,0.00963,False,528.6701475,-14001.012237,1,-1
2021-10-10 17:54:54.448000,BTCUSDT,948869052,54899.03,0.06535,False,3587.6516105,-10413.360626499998,1,0
2021-10-10 17:54:54.460000,BTCUSDT,948869053,54898.24,0.07234,True,-3971.3386816,-14384.699308099998,-1,-1
2021-10-10 17:54:54.460000,BTCUSDT,948869054,54897.01,0.00263,True,-144.3791363,-14529.078444399998,-1,-2
2021-10-10 17:54:54.471000,BTCUSDT,948869055,54897.0,0.07499,True,-4116.72603,-18645.8044744,-1,-3
2021-10-10 17:54:54.478000,BTCUSDT,948869056,54898.24,0.006,True,-329.38944,-18975.1939144,-1,-4
2021-10-10 17:54:54.478000,BTCUSDT,948869057,54897.0,0.06898,True,-3786.79506,-22761.9889744,-1,-5
2021-10-10 17:54:54.607000,BTCUSDT,948869058,54895.23,0.03662,True,-2010.2633226,-24772.252297,-1,-6
2021-10-10 17:54:54.609000,BTCUSDT,948869059,54895.23,0.06793,True,-3729.0329739,-28501.2852709,-1,-7
2021-10-10 17:55:06.786000,BTCUSDT,948869306,54873.76,0.0007,True,-38.411632,-38.411632,-1,-1
2021-10-10 17:55:06.847000,BTCUSDT,948869307,54873.77,0.02497,False,1370.1980368999998,1331.7864048999998,1,0
2021-10-10 17:55:06.966000,BTCUSDT,948869308,54878.99,0.07497,True,-4114.277880299999,-2782.491475399999,-1,-1
2021-10-10 17:55:06.976000,BTCUSDT,948869309,54878.99,0.07497,True,-4114.277880299999,-6896.769355699998,-1,-2
2021-10-10 17:55:07.404000,BTCUSDT,948869310,54878.99,0.00989,True,-542.7532110999999,-7439.5225667999985,-1,-3
2021-10-10 17:55:07.469000,BTCUSDT,948869311,54876.25,0.07495,False,4112.9749375,-3326.5476292999983,1,-2
2021-10-10 17:55:07.480000,BTCUSDT,948869312,54873.77,0.07495,False,4112.7890615,786.2414322000013,1,-1
2021-10-10 17:55:07.966000,BTCUSDT,948869313,54873.76,0.07493,True,-4111.6908368,-3325.449404599999,-1,-2
2021-10-10 17:55:07.977000,BTCUSDT,948869314,54873.76,0.07493,True,-4111.6908368,-7437.140241399999,-1,-3
2021-10-10 17:55:08.384000,BTCUSDT,948869315,54873.76,0.02778,True,-1524.3930528,-8961.533294199999,-1,-4
2021-10-10 17:55:08.470000,BTCUSDT,948869316,54873.77,0.07492,False,4111.1428484,-4850.390445799999,1,-3
2021-10-10 17:55:08.481000,BTCUSDT,948869317,54873.77,0.07492,False,4111.1428484,-739.247597399999,1,-2
2021-10-10 17:55:08.872000,BTCUSDT,948869318,54873.76,0.24712,True,-13560.4035712,-14299.6511686,-1,-3
2021-10-10 17:55:08.873000,BTCUSDT,948869319,54873.76,0.0008,True,-43.899008,-14343.5501766,-1,-4
2021-10-10 17:55:08.878000,BTCUSDT,948869320,54870.46,0.06503,True,-3568.2260138,-17911.7761904,-1,-5
2021-10-10 17:55:08.878000,BTCUSDT,948869321,54870.37,0.00524,True,-287.5207388,-18199.2969292,-1,-6
2021-10-10 17:55:08.878000,BTCUSDT,948869322,54870.0,0.29628,True,-16256.8836,-34456.1805292,-1,-7
2021-10-10 17:55:08.878000,BTCUSDT,948869323,54870.0,0.053,True,-2908.11,-37364.2905292,-1,-8
2021-10-10 17:55:08.881000,BTCUSDT,948869324,54870.0,0.04,True,-2194.8,-39559.0905292,-1,-9
2021-10-10 17:55:08.884000,BTCUSDT,948869325,54870.47,0.00036,False,19.7533692,-39539.33716,1,-8
2021-10-10 17:55:08.887000,BTCUSDT,948869326,54870.0,0.01091,True,-598.6317,-40137.96886,-1,-9
2021-10-10 17:55:08.887000,BTCUSDT,948869327,54869.0,0.0046,True,-252.3974,-40390.36626,-1,-10
2021-10-10 17:55:08.887000,BTCUSDT,948869328,54868.84,0.03749,True,-2057.0328116,-42447.3990716,-1,-11
2021-10-10 17:55:08.891000,BTCUSDT,948869329,54868.84,0.00806,True,-442.2428504,-42889.641922,-1,-12
2021-10-10 17:55:08.891000,BTCUSDT,948869330,54868.71,0.00036,True,-19.7527356,-42909.3946576,-1,-13
2021-10-10 17:55:08.891000,BTCUSDT,948869331,54866.15,0.04458,True,-2445.932967,-45355.3276246,-1,-14
2021-10-10 17:55:08.892000,BTCUSDT,948869332,54869.01,0.00025,False,13.7172525,-45341.6103721,1,-13
2021-10-10 17:55:08.936000,BTCUSDT,948869333,54866.12,0.001,True,-54.86612,-45396.4764921,-1,-14
2021-10-10 17:55:08.951000,BTCUSDT,948869334,54866.13,0.00279,False,153.0765027,-45243.3999894,1,-13
2021-10-10 17:55:08.956000,BTCUSDT,948869335,54866.12,0.00639,True,-350.59450680000003,-45593.9944962,-1,-14
2021-10-10 17:55:08.967000,BTCUSDT,948869336,54866.12,0.06368,True,-3493.8745216,-49087.8690178,-1,-15
2021-10-10 17:55:08.967000,BTCUSDT,948869337,54865.1,0.01123,True,-616.135073,-49704.0040908,-1,-16
2021-10-10 17:55:08.977000,BTCUSDT,948869338,54865.1,0.02877,True,-1578.468927,-51282.4730178,-1,-17
2021-10-10 17:55:08.977000,BTCUSDT,948869339,54865.0,0.00709,True,-388.99285,-51671.465867800005,-1,-18
2021-10-10 17:55:08.977000,BTCUSDT,948869340,54864.43,0.00111,True,-60.89951730000001,-51732.365385100005,-1,-19
2021-10-10 17:55:08.977000,BTCUSDT,948869341,54863.9,0.03794,True,-2081.5363660000003,-53813.901751100006,-1,-20
